filename,age,gender,fold
2605_JamesWoods_27_m.jpg,27,0,train
6490_JohnnyCash_53_m.jpg,53,0,train
2630_JamesWoods_63_m.jpg,63,0,train
101_PaulAnka_50_m.jpg,50,0,train
9175_PeterSellers_38_m.jpg,38,0,train
8127_LeslieNielsen_68_m.jpg,68,0,train
7959_GilbertRoland_50_m.jpg,50,0,train
5273_JackNicolson_48_m.jpg,48,0,train
434_JohnDRockefeller_52_m.jpg,52,0,train
862_mahatmagandhi_76_m.jpg,76,0,train
16190_BillCosby_60_m.jpg,60,0,train
537_angelamerkel_17_f.jpg,17,1,train
12200_ImeldaStaunton_41_f.jpg,41,1,train
5496_MichaelKeaton_44_m.jpg,44,0,train
8505_AlejandroRey_41_m.jpg,41,0,train
5467_MartinScorsese_66_m.jpg,66,0,train
4590_GordonThomson_43_m.jpg,43,0,train
7525_RichardBoone_61_m.jpg,61,0,train
1222_ClaudeLВviStrauss_30_m.jpg,30,0,train
881_WinstonChurchill_69_m.jpg,69,0,train
13059_GraceKelly_45_f.jpg,45,1,train
5508_MichaelKeaton_60_m.jpg,60,0,train
2459_ClaudeRich_33_m.jpg,33,0,train
8139_LorneGreene_33_m.jpg,33,0,train
1591_IanHolm_81_m.jpg,81,0,train
3897_TomasMilian_37_m.jpg,37,0,train
12105_EvaMarieSaint_48_f.jpg,48,1,train
5280_JackNicolson_34_m.jpg,34,0,train
7828_AnthonyQuayle_43_m.jpg,43,0,train
6014_JohnHuston_70_m.jpg,70,0,train
1384_OdysseasElytis_55_m.jpg,55,0,train
9436_EdwardGRobinson_47_m.jpg,47,0,train
8582_DavidCarradine_32_m.jpg,32,0,train
3031_AlanRickman_65_m.jpg,65,0,train
8669_JohnCassavetes_37_m.jpg,37,0,train
11526_JulieChristie_67_f.jpg,67,1,train
12367_MyrnaLoy_42_f.jpg,42,1,train
3212_EliWallach_71_m.jpg,71,0,train
9918_AliMacGraw_32_f.jpg,32,1,train
915_TheodoreRoosevelt_18_m.jpg,18,0,train
16387_Houston_24_f.jpg,24,1,train
12866_MylКneDemongeot_49_f.jpg,49,1,train
11072_JeanneMoreau_69_f.jpg,69,1,train
185_JhonLenon_28_m.jpg,28,0,train
1537_Bono_33_m.jpg,33,0,train
10542_JoanCollins_49_f.jpg,49,1,train
639_mitsotakis_76_m.jpg,76,0,train
12271_JoanneWoodward_74_f.jpg,74,1,train
13979_GloriaSwanson_29_f.jpg,29,1,train
13829_VanessaRedgrave_65_f.jpg,65,1,train
14123_SusannahYork_38_f.jpg,38,1,train
15515_JeanetteMacDonald_60_f.jpg,60,1,train
14536_AudreyHepburn_47_f.jpg,47,1,train
16077_WillSmith _44_m.jpg,44,0,train
6469_JohnVernon_63_m.jpg,63,0,train
6510_JohnnyCash_62_m.jpg,62,0,train
15132_CatherineSchell_51_f.jpg,51,1,train
11669_MireilleDarc_38_f.jpg,38,1,train
9444_EdwardGRobinson_55_m.jpg,55,0,train
11244_ShirleyJones_21_f.jpg,21,1,train
13546_HelenHayes_30_f.jpg,30,1,train
13915_BettyGrable_18_f.jpg,18,1,train
8294_RichardChamberlain_63_m.jpg,63,0,train
13330_AvaGardner_50_f.jpg,50,1,train
11948_AngelaLansbury_20_f.jpg,20,1,train
5679_RobertDeNiro_32_m.jpg,32,0,train
1026_ClerkMaxwell_37_m.jpg,37,0,train
9169_PeterSellers_33_m.jpg,33,0,train
8920_ErnestBorgnine_53_m.jpg,53,0,train
1639_AlPacino_63_m.jpg,63,0,train
3728_RogerAllam_41_m.jpg,41,0,train
5300_JackLemon_23_m.jpg,23,0,train
14824_SimoneSignoret_21_f.jpg,21,1,train
7467_PeterMarkRichman_31_m.jpg,31,0,train
12980_ClaudiaCardinale_25_f.jpg,25,1,train
4661_JeffGoldblum_48_m.jpg,48,0,train
9682_MegRyan_36_f.jpg,36,1,train
7357_LouisJourdan_62_m.jpg,62,0,train
2778_MickJagger_28_m.jpg,28,0,train
5998_JohnHuston_49_m.jpg,49,0,train
15034_AnnMiller_64_f.jpg,64,1,train
9156_PeterSellers_40_m.jpg,40,0,train
13781_RitaHayworth_43_f.jpg,43,1,train
12201_ImeldaStaunton_42_f.jpg,42,1,train
42_EsteeLauder_72_f.jpg,72,1,train
10613_LindaEvans_35_f.jpg,35,1,train
15868_StВphaneAudran_40_f.jpg,40,1,train
8055_HorstBuchholz_46_m.jpg,46,0,train
11680_MireilleDarc_55_f.jpg,55,1,train
9719_DorisDay_33_f.jpg,33,1,train
14405_MaryPickford_56_f.jpg,56,1,train
3967_BrianDennehy_68_m.jpg,68,0,train
3311_JackColeman_50_m.jpg,50,0,train
8376_SimonMacCorkindale_58_m.jpg,58,0,train
7569_RobertRyan_43_m.jpg,43,0,train
3682_RingoStarr_24_m.jpg,24,0,train
8597_DavidCarradine_61_m.jpg,61,0,train
3217_EliWallach_95_m.jpg,95,0,train
2483_ClaudeRich_67_m.jpg,67,0,train
1147_GalileoGalilei_70_m.jpg,70,0,train
3823_StacyKeach_60_m.jpg,60,0,train
7755_AlbertoSordi_32_m.jpg,32,0,train
5770_BenGazzara_32_m.jpg,32,0,train
6055_RafVallone_77_m.jpg,77,0,train
2460_ClaudeRich_35_m.jpg,35,0,train
12808_MaryTylerMoore_22_f.jpg,22,1,train
8520_CharlesBronson_65_m.jpg,65,0,train
5721_RoyRogers_78_m.jpg,78,0,train
13153_JaneWyman_72_f.jpg,72,1,train
10671_LuiseRainer_74_f.jpg,74,1,train
5633_PeterOToole_36_m.jpg,36,0,train
288_HatzidakisManos_40_m.jpg,40,0,train
5024_WarrenBeatty_35_m.jpg,35,0,train
3469_LeslieCaron_66_m.jpg,66,0,train
16449_Tyson_54_f.jpg,54,1,train
395_JPaulGetty_74_m.jpg,74,0,train
7512_RichardBoone_44_m.jpg,44,0,train
11354_VirnaLisi_18_f.jpg,18,1,train
11269_ShirleyJones_72_f.jpg,72,1,train
2757_LiamNeeson_44_m.jpg,44,0,train
627_mitsotakis_85_m.jpg,85,0,train
11520_JulieChristie_55_f.jpg,55,1,train
6512_JohnnyCash_64_m.jpg,64,0,train
5861_HerbertLom_55_m.jpg,55,0,train
6272_ErrolFlynn_43_m.jpg,43,0,train
15229_DebraPaget_27_f.jpg,27,1,train
10817_PeggyLipton_57_f.jpg,57,1,train
10160_JoanCusack_49_f.jpg,49,1,train
1118_FaradayMichael_55_m.jpg,55,0,train
8321_RichardCrenna_47_m.jpg,47,0,train
9728_DorisDay_45_f.jpg,45,1,train
13832_VanessaRedgrave_68_f.jpg,68,1,train
6351_JamesArness_50_m.jpg,50,0,train
15978_MuhammadAli_24_m.jpg,24,0,train
1302_RitaLeviMontalcini_98_f.jpg,98,1,train
7102_GladysCooper_22_m.jpg,22,0,train
11296_SophiaLoren_75_f.jpg,75,1,train
905_AndreasPapantreou_72_m.jpg,72,0,train
12827_MaryTylerMoore_41_f.jpg,41,1,train
11555_LaurenBacall_82_f.jpg,82,1,train
14697_ElizabethTaylor_23_f.jpg,23,1,train
7582_RobertRyan_41_m.jpg,41,0,train
9415_Thanasisveggos_27_m.jpg,27,0,train
2172_Mparkoulis_58_m.jpg,58,0,train
15874_StВphaneAudran_47_f.jpg,47,1,train
1244_RobertOppenheimer_61_m.jpg,61,0,train
85_PaulAnka_65_m.jpg,65,0,train
635_mitsotakis_72_m.jpg,72,0,train
8061_HorstBuchholz_65_m.jpg,65,0,train
6287_ErrolFlynn_24_m.jpg,24,0,train
5705_RoyRogers_44_m.jpg,44,0,train
15719_MargaretNolan_64_f.jpg,64,1,train
3816_StacyKeach_52_m.jpg,52,0,train
5827_FrancesDee_40_m.jpg,40,0,train
15606_KateOMara_50_f.jpg,50,1,train
14663_ClaudetteColbert_24_f.jpg,24,1,train
10732_MerylStreep_38_f.jpg,38,1,train
5712_RoyRogers_56_m.jpg,56,0,train
2911_ScottGlenn_29_m.jpg,29,0,train
757_WEBDuBois_39_m.jpg,39,0,train
11814_AnjelicaHuston_31_f.jpg,31,1,train
13508_GladysCooper_59_f.jpg,59,1,train
26_EsteeLauder_26_f.jpg,26,1,train
13119_JaneRussell_37_f.jpg,37,1,train
15345_ErinGray_36_f.jpg,36,1,train
8651_JamesStewart_68_m.jpg,68,0,train
11243_ShirleyJones_21_f.jpg,21,1,train
12882_RuthGordon_30_f.jpg,30,1,train
1431_FriedrichNietzsche_27_m.jpg,27,0,train
10312_TerryMoore_29_f.jpg,29,1,train
15753_PamelaSueMartin_19_f.jpg,19,1,train
8318_RichardCrenna_44_m.jpg,44,0,train
12377_MyrnaLoy_35_f.jpg,35,1,train
7860_ChristopherPlummer_36_m.jpg,36,0,train
10_MariaCallas_28_f.jpg,28,1,train
3968_BrianDennehy_69_m.jpg,69,0,train
11388_ZsaZsaGabor_76_f.jpg,76,1,train
10388_AnnMargret_42_f.jpg,42,1,train
3500_MarisaPavan_41_m.jpg,41,0,train
2779_MickJagger_33_m.jpg,33,0,train
9417_Thanasisveggos_42_m.jpg,42,0,train
7242_KrisKristofferson_24_m.jpg,24,0,train
11758_SusanSarandon_66_f.jpg,66,1,train
4632_JamesGarner_76_m.jpg,76,0,train
14811_SilvanaMangano_43_f.jpg,43,1,train
5838_FrancesDee_93_m.jpg,93,0,train
6846_ThomasTerry_38_m.jpg,38,0,train
14900_KatharineHepburn_36_f.jpg,36,1,train
10015_GoldieHawn_45_f.jpg,45,1,train
6105_CaryGrant_44_m.jpg,44,0,train
4421_RobertPowell_47_m.jpg,47,0,train
6683_PeterGraves_44_m.jpg,44,0,train
13900_AnnieGirardot_62_f.jpg,62,1,train
9384_SteveMcQueen_28_m.jpg,28,0,train
7641_TonyCurtis_18_m.jpg,18,0,train
13352_BetteDavis_37_f.jpg,37,1,train
10030_HelenHunt_13_f.jpg,13,1,train
438_JohnDRockefeller_61_m.jpg,61,0,train
11691_MireilleDarc_71_f.jpg,71,1,train
1155_FrederickSanger_32_m.jpg,32,0,train
10664_LuiseRainer_26_f.jpg,26,1,train
8464_WilliamHolden_23_m.jpg,23,0,train
1459_RabindranathTagore_20_m.jpg,20,0,train
15982_MuhammadAli_28_m.jpg,28,0,train
8114_LeslieNielsen_54_m.jpg,54,0,train
97_PaulAnka_48_m.jpg,48,0,train
7307_LinoVentura_38_m.jpg,38,0,train
14581_JenniferJones_50_f.jpg,50,1,train
8007_GiulianoGemma_64_m.jpg,64,0,train
6871_ThomasTerry_71_m.jpg,71,0,train
9358_GregoryPeck_39_m.jpg,39,0,train
9371_GregoryPeck_57_m.jpg,57,0,train
12555_AlikiBoug_31_f.jpg,31,1,train
3919_TommySands_19_m.jpg,19,0,train
3724_RogerAllam_36_m.jpg,36,0,train
2677_JohnCleese_36_m.jpg,36,0,train
8465_WilliamHolden_24_m.jpg,24,0,train
3215_EliWallach_91_m.jpg,91,0,train
13293_AmandaRedman_51_f.jpg,51,1,train
264_michaeljackson_46_m.jpg,46,0,train
8527_CharlesBronson_65_m.jpg,65,0,train
291_HatzidakisManos_28_m.jpg,28,0,train
9017_HumphreyBogard_43_m.jpg,43,0,train
480_JWMarriott_60_m.jpg,60,0,train
13178_JoanLorring_37_f.jpg,37,1,train
11570_LindsayWagner_28_f.jpg,28,1,train
13023_GeraldineChaplin_29_f.jpg,29,1,train
5158_BobHope_49_m.jpg,49,0,train
11608_MargeChampion_46_f.jpg,46,1,train
11598_MargeChampion_31_f.jpg,31,1,train
9759_TomJones_29_f.jpg,29,1,train
9041_JeanClaudeVanDamme_26_m.jpg,26,0,train
12853_MylКneDemongeot_30_f.jpg,30,1,train
1756_TimCurry_65_m.jpg,65,0,train
1132_FaradayMichael_31_m.jpg,31,0,train
10011_GoldieHawn_37_f.jpg,37,1,train
3723_RogerAllam_35_m.jpg,35,0,train
4550_Fernandel_29_m.jpg,29,0,train
6082_WilliamShatner_67_m.jpg,67,0,train
12338_MyrnaLoy_20_f.jpg,20,1,train
14586_JenniferJones_24_f.jpg,24,1,train
7905_GeorgePeppard_28_m.jpg,28,0,train
13136_JaneRussell_85_f.jpg,85,1,train
15241_DebraPaget_70_f.jpg,70,1,train
1023_StephenHawking_45_m.jpg,45,0,train
3427_KevinSpacey_40_m.jpg,40,0,train
15524_JulieBishop_21_f.jpg,21,1,train
15443_JanetEllis_43_f.jpg,43,1,train
708_ElVenizelos_49_m.jpg,49,0,train
7440_MickeyRooney_85_m.jpg,85,0,train
1797_TomHulce_22_m.jpg,22,0,train
2780_MickJagger_36_m.jpg,36,0,train
9263_VittorioGassman_70_m.jpg,70,0,train
1989_JamesCaan_33_m.jpg,33,0,train
9571_MarcelloMastroianni_29_m.jpg,29,0,train
1590_IanHolm_81_m.jpg,81,0,train
15176_ConnieBooth_70_f.jpg,70,1,train
12358_MyrnaLoy_43_f.jpg,43,1,train
13989_GloriaSwanson_67_f.jpg,67,1,train
8992_GeorgeCScott_44_m.jpg,44,0,train
2344_AbeVigoda_71_m.jpg,71,0,train
8817_AnthonyPerkins_60_m.jpg,60,0,train
9550_RicardoMontalbаn_55_m.jpg,55,0,train
11215_MonicaVitti_69_f.jpg,69,1,train
11201_MonicaVitti_51_f.jpg,51,1,train
10512_FayeDunaway_38_f.jpg,38,1,train
12288_LauraAntonelli_40_f.jpg,40,1,train
12250_IsabelleAdjani_58_f.jpg,58,1,train
3629_MikeConnors_81_m.jpg,81,0,train
11885_BeaArthur_28_f.jpg,28,1,train
6840_StevenSpielberg_50_m.jpg,50,0,train
14108_RomySchneider_42_f.jpg,42,1,train
7869_ChristopherPlummer_47_m.jpg,47,0,train
7383_LyleTalbot_51_m.jpg,51,0,train
2232_RayLiotta_42_m.jpg,42,0,train
8762_AlecGuinness_50_m.jpg,50,0,train
2060_JonVoight_44_m.jpg,44,0,train
1579_IanHolm_65_m.jpg,65,0,train
10982_DonnaDouglas_48_f.jpg,48,1,train
16356_Dench_78_f.jpg,78,1,train
6121_CaryGrant_28_m.jpg,28,0,train
495_motherTereza_82_f.jpg,82,1,train
3153_DannyDeVito_59_m.jpg,59,0,train
9181_PeterSellers_54_m.jpg,54,0,train
16456_Tyson_46_f.jpg,46,1,train
7052_DavidNiven_23_m.jpg,23,0,train
6838_StevenSpielberg_40_m.jpg,40,0,train
9216_RobertMitchum_72_m.jpg,72,0,train
11490_JulieAndrews_66_f.jpg,66,1,train
4244_JeffreyJones_40_m.jpg,40,0,train
16323_Davis_52_f.jpg,52,1,train
10026_GoldieHawn_65_f.jpg,65,1,train
13726_PatriciaNeal_25_f.jpg,25,1,train
4163_GenaRowlands_84_m.jpg,84,0,train
16289_campbell_44_f.jpg,44,1,train
7648_TonyCurtis_47_m.jpg,47,0,train
6481_JohnnyCash_27_m.jpg,27,0,train
7644_TonyCurtis_36_m.jpg,36,0,train
9891_LauraDern_43_f.jpg,43,1,train
5384_JohnMalkovich_48_m.jpg,48,0,train
2852_RyanONeal_34_m.jpg,34,0,train
14125_SusannahYork_42_f.jpg,42,1,train
3861_SteveKanaly_63_m.jpg,63,0,train
9478_MaximilianShell_45_m.jpg,45,0,train
435_JohnDRockefeller_36_m.jpg,36,0,train
798_akistsoxatzopoulos_65_m.jpg,65,0,train
12734_JenniferAniston_17_f.jpg,17,1,train
10836_RaquelWelch_38_f.jpg,38,1,train
744_RonaldReagan_60_m.jpg,60,0,train
4460_WilliamDafoe_27_m.jpg,27,0,train
958_Gaddafi_38_m.jpg,38,0,train
8865_CharltonHeaston_38_m.jpg,38,0,train
8343_RichardCrenna_73_m.jpg,73,0,train
12553_AlikiBoug_25_f.jpg,25,1,train
14645_BarbaraStanwyck_37_f.jpg,37,1,train
3800_StacyKeach_30_m.jpg,30,0,train
13790_ThelmaRitter_52_f.jpg,52,1,train
4356_RalphMacchio_41_m.jpg,41,0,train
11010_EllenBurstyn_66_f.jpg,66,1,train
15922_VeronicaLake_21_f.jpg,21,1,train
1630_AlPacino_28_m.jpg,28,0,train
14938_MerkouriMelina_38_f.jpg,38,1,train
13145_JaneWyman_27_f.jpg,27,1,train
5018_WarrenBeatty_70_m.jpg,70,0,train
10726_MaggieSmith_35_f.jpg,35,1,train
12265_JoanneWoodward_41_f.jpg,41,1,train
8876_CharltonHeaston_79_m.jpg,79,0,train
12404_UrsulaAndress_45_f.jpg,45,1,train
2629_JamesWoods_60_m.jpg,60,0,train
11504_JulieChristie_24_f.jpg,24,1,train
8027_HenryFonda_67_m.jpg,67,0,train
14737_MarleneDietrich_56_f.jpg,56,1,train
461_BerryGordy_46_m.jpg,46,0,train
9338_GeorgesMarchal_33_m.jpg,33,0,train
16219_RichardPryor_37_m.jpg,37,0,train
1067_FlemingAlex_73_m.jpg,73,0,train
15297_EdwigeFenech_23_f.jpg,23,1,train
16487_SerenaWilliams_33_f.jpg,33,1,train
4048_CharlieSheen_49_m.jpg,49,0,train
1378_GiorgosSeferis_65_m.jpg,65,0,train
10172_JoanLeslie_28_f.jpg,28,1,train
14134_SusannahYork_59_f.jpg,59,1,train
4683_JohnTravolta_37_m.jpg,37,0,train
10788_OrnellaMuti_54_f.jpg,54,1,train
12331_MyrnaLoy_20_f.jpg,20,1,train
11054_JeanneMoreau_36_f.jpg,36,1,train
14378_LorettaYoung_49_f.jpg,49,1,train
12486_AnnaMassey_70_f.jpg,70,1,train
1998_JamesCaan_41_m.jpg,41,0,train
12491_AnneBaxter_24_f.jpg,24,1,train
5878_HerbertLom_85_m.jpg,85,0,train
3604_MikeConnors_42_m.jpg,42,0,train
13654_JuneAllyson_55_f.jpg,55,1,train
2823_RonPerlman_44_m.jpg,44,0,train
11990_CybillShepherd_21_f.jpg,21,1,train
14926_MerkouriMelina_42_f.jpg,42,1,train
6194_DickieMoore_16_m.jpg,16,0,train
16186_BillCosby_38_m.jpg,38,0,train
9205_RobertMitchum_26_m.jpg,26,0,train
12658_IsabelleHuppert_38_f.jpg,38,1,train
14579_JenniferJones_36_f.jpg,36,1,train
89_PaulAnka_68_m.jpg,68,0,train
5836_FrancesDee_90_m.jpg,90,0,train
11242_ShirleyJones_19_f.jpg,19,1,train
6360_JamesArness_64_m.jpg,64,0,train
8304_RichardChamberlain_80_m.jpg,80,0,train
732_RonaldReagan_36_m.jpg,36,0,train
5265_Fotopoulos_64_m.jpg,64,0,train
9082_LawrenceTierney_25_m.jpg,25,0,train
13367_BetteDavis_77_f.jpg,77,1,train
4050_ClintWalker_24_m.jpg,24,0,train
13701_NormaShearer_40_f.jpg,40,1,train
16124_SamuelJacksonn_52_m.jpg,52,0,train
5233_DavidMcCallum_65_m.jpg,65,0,train
1606_AlCorley_44_m.jpg,44,0,train
502_motherTereza_69_f.jpg,69,1,train
7945_GilbertRoland_30_m.jpg,30,0,train
6982_CharlesBoyer_71_m.jpg,71,0,train
16393_Houston_35_f.jpg,35,1,train
10475_BetteMidler_68_f.jpg,68,1,train
14237_IngridBergman_55_f.jpg,55,1,train
9849_JudyDavis_28_f.jpg,28,1,train
13766_RitaHayworth_50_f.jpg,50,1,train
14969_AmandaBlake_56_f.jpg,56,1,train
15631_KatharineRoss_28_f.jpg,28,1,train
8056_HorstBuchholz_52_m.jpg,52,0,train
5451_MartinScorsese_31_m.jpg,31,0,train
16121_SamuelJacksonn_52_m.jpg,52,0,train
16485_SerenaWilliams_32_f.jpg,32,1,train
15790_SarahDouglas_31_f.jpg,31,1,train
1868_AlanYoung_23_m.jpg,23,0,train
10496_DianneWiest_60_f.jpg,60,1,train
8031_HenryFonda_40_m.jpg,40,0,train
3081_BruceWillis_40_m.jpg,40,0,train
12799_MargaretOBrien_43_f.jpg,43,1,train
184_JhonLenon_25_m.jpg,25,0,train
422_merrillcharles_65_m.jpg,65,0,train
1280_IlyaPrigogine_80_m.jpg,80,0,train
13109_JaneRussell_19_f.jpg,19,1,train
13057_GraceKelly_37_f.jpg,37,1,train
9514_CHARLIERUGGLES_56_m.jpg,56,0,train
7322_LinoVentura_53_m.jpg,53,0,train
9531_RicardoMontalbаn_22_m.jpg,22,0,train
8460_WalterPidgeon_79_m.jpg,79,0,train
14831_SimoneSignoret_44_f.jpg,44,1,train
6935_BorisKarloff_51_m.jpg,51,0,train
1231_ClaudeLВviStrauss_42_m.jpg,42,0,train
6595_LexBarker_51_m.jpg,51,0,train
10097_JaneBirkin_56_f.jpg,56,1,train
3895_TomasMilian_35_m.jpg,35,0,train
2752_LiamNeeson_38_m.jpg,38,0,train
13230_RoyScheider_60_f.jpg,60,1,train
5557_PatrickStewart_36_m.jpg,36,0,train
15346_ErinGray_37_f.jpg,37,1,train
3699_RingoStarr_42_m.jpg,42,0,train
6347_JamesArness_41_m.jpg,41,0,train
6376_JamesCagney_35_m.jpg,35,0,train
3784_SeanConnery_78_m.jpg,78,0,train
3035_BillNighy_30_m.jpg,30,0,train
4100_DickVanDyke_46_m.jpg,46,0,train
15190_CydCharisse_44_f.jpg,44,1,train
9302_BurtLancaster_49_m.jpg,49,0,train
14132_SusannahYork_56_f.jpg,56,1,train
16469_SerenaWilliams_31_f.jpg,31,1,train
14950_AmandaBlake_36_f.jpg,36,1,train
9574_MarcelloMastroianni_32_m.jpg,32,0,train
12604_FrancesDee_38_f.jpg,38,1,train
2121_MelBrooks_77_m.jpg,77,0,train
5468_MartinScorsese_67_m.jpg,67,0,train
16247_NelsonMandela_72_m.jpg,72,0,train
4558_Fernandel_39_m.jpg,39,0,train
14012_GreerGarson_39_f.jpg,39,1,train
7605_SylvesterStallone_57_m.jpg,57,0,train
9558_RicardoMontalbаn_70_m.jpg,70,0,train
5695_RoyRogers_31_m.jpg,31,0,train
9930_AliMacGraw_49_f.jpg,49,1,train
6889_YvesMontand_47_m.jpg,47,0,train
6294_ErrolFlynn_32_m.jpg,32,0,train
724_RonaldReagan_51_m.jpg,51,0,train
4600_GordonThomson_62_m.jpg,62,0,train
16117_SamuelJacksonn_48_m.jpg,48,0,train
1502_GabrielGarciaMarquez_55_m.jpg,55,0,train
11343_VirnaLisi_74_f.jpg,74,1,train
7639_TellySavalas_57_m.jpg,57,0,train
